plan_id,production_date,line_id,model_id,shift,planned_quantity
P001862,2026-04-27,L003,M004,夜班,69
P001863,2026-04-27,L004,M002,白班,75
P001864,2026-04-27,L004,M002,夜班,64
P001865,2026-04-27,L005,M005,白班,58
P001866,2026-04-27,L005,M005,夜班,54
P001867,2026-04-27,L006,M005,白班,57
P001868,2026-04-27,L006,M005,夜班,54
P001869,2026-04-27,L007,M008,白班,49
P001870,2026-04-27,L007,M008,夜班,47
P001871,2026-04-27,L008,M002,白班,69
P001872,2026-04-27,L008,M003,夜班,81
P001873,2026-04-28,L001,M002,白班,85
P001874,2026-04-28,L001,M001,夜班,78
P001875,2026-04-28,L002,M003,白班,86
P001876,2026-04-28,L002,M004,夜班,72
P001877,2026-04-28,L003,M003,白班,77
P001878,2026-04-28,L003,M003,夜班,72
P001879,2026-04-28,L004,M002,白班,75
P001880,2026-04-28,L004,M001,夜班,75
P001881,2026-04-28,L005,M005,白班,61
P001882,2026-04-28,L005,M005,夜班,61
P001883,2026-04-28,L006,M006,白班,55
P001884,2026-04-28,L006,M006,夜班,54
P001885,2026-04-28,L007,M007,白班,53
P001886,2026-04-28,L007,M008,夜班,55
P001887,2026-04-28,L008,M004,白班,72
P001888,2026-04-28,L008,M007,夜班,81
P001889,2026-04-29,L001,M002,白班,95
P001890,2026-04-29,L001,M001,夜班,93
P001891,2026-04-29,L002,M003,白班,81
P001892,2026-04-29,L002,M003,夜班,86
P001893,2026-04-29,L003,M003,白班,74
P001894,2026-04-29,L003,M004,夜班,78
P001895,2026-04-29,L004,M002,白班,66
P001896,2026-04-29,L004,M001,夜班,73
P001897,2026-04-29,L005,M005,白班,59
P001898,2026-04-29,L005,M005,夜班,52
P001899,2026-04-29,L006,M005,白班,60
P001900,2026-04-29,L006,M005,夜班,61
P001901,2026-04-29,L007,M007,白班,55
P001902,2026-04-29,L007,M008,夜班,44
P001903,2026-04-29,L008,M006,白班,75
P001904,2026-04-29,L008,M004,夜班,69
P001905,2026-04-30,L001,M002,白班,87
P001906,2026-04-30,L001,M002,夜班,97
P001907,2026-04-30,L002,M003,白班,75
P001908,2026-04-30,L002,M004,夜班,77
P001909,2026-04-30,L003,M004,白班,78
P001910,2026-04-30,L003,M003,夜班,71
P001911,2026-04-30,L004,M002,白班,60
P001912,2026-04-30,L004,M001,夜班,67
P001913,2026-04-30,L005,M005,白班,57
P001914,2026-04-30,L005,M006,夜班,56
P001915,2026-04-30,L006,M006,白班,51
P001916,2026-04-30,L006,M006,夜班,56
P001917,2026-04-30,L007,M008,白班,54
P001918,2026-04-30,L007,M007,夜班,53
P001919,2026-04-30,L008,M002,白班,82
P001920,2026-04-30,L008,M001,夜班,76
P001921,2026-05-01,L001,M002,白班,83
P001922,2026-05-01,L001,M001,夜班,78
P001923,2026-05-01,L002,M003,白班,72
P001924,2026-05-01,L002,M003,夜班,72
P001925,2026-05-01,L003,M003,白班,66
P001926,2026-05-01,L003,M003,夜班,66
P001927,2026-05-01,L004,M002,白班,61
P001928,2026-05-01,L004,M001,夜班,71
P001929,2026-05-01,L005,M006,白班,54
P001930,2026-05-01,L005,M005,夜班,60
P001931,2026-05-01,L006,M006,白班,47
P001932,2026-05-01,L006,M006,夜班,48
P001933,2026-05-01,L007,M007,白班,41
P001934,2026-05-01,L007,M007,夜班,42
P001935,2026-05-01,L008,M002,白班,74
P001936,2026-05-01,L008,M001,夜班,67
P001937,2026-05-02,L001,M002,白班,69
P001938,2026-05-02,L001,M001,夜班,82
P001939,2026-05-02,L002,M003,白班,74
P001940,2026-05-02,L002,M003,夜班,63
P001941,2026-05-02,L003,M004,白班,68
P001942,2026-05-02,L003,M003,夜班,56
P001943,2026-05-02,L004,M002,白班,54
P001944,2026-05-02,L004,M001,夜班,61
P001945,2026-05-02,L005,M005,白班,49
P001946,2026-05-02,L005,M006,夜班,54
P001947,2026-05-02,L006,M005,白班,45
P001948,2026-05-02,L006,M005,夜班,41
P001949,2026-05-02,L007,M007,白班,38
P001950,2026-05-02,L007,M008,夜班,44
P001951,2026-05-02,L008,M002,白班,58
P001952,2026-05-02,L008,M005,夜班,73
P001953,2026-05-03,L001,M002,白班,65
P001954,2026-05-03,L001,M001,夜班,54
P001955,2026-05-03,L002,M003,白班,53
P001956,2026-05-03,L002,M003,夜班,55
P001957,2026-05-03,L003,M003,白班,50
P001958,2026-05-03,L003,M004,夜班,52
P001959,2026-05-03,L004,M002,白班,49
P001960,2026-05-03,L004,M001,夜班,43
P001961,2026-05-03,L005,M006,白班,40
P001962,2026-05-03,L005,M006,夜班,36
P001963,2026-05-03,L006,M006,白班,35
P001964,2026-05-03,L006,M006,夜班,38
P001965,2026-05-03,L007,M008,白班,30
P001966,2026-05-03,L007,M007,夜班,35
P001967,2026-05-03,L008,M002,白班,53
P001968,2026-05-03,L008,M007,夜班,53
P001969,2026-05-04,L001,M002,白班,91
P001970,2026-05-04,L001,M001,夜班,81
P001971,2026-05-04,L002,M003,白班,66
P001972,2026-05-04,L002,M004,夜班,66
P001973,2026-05-04,L003,M003,白班,76
P001974,2026-05-04,L003,M003,夜班,76
P001975,2026-05-04,L004,M001,白班,71
P001976,2026-05-04,L004,M002,夜班,64
P001977,2026-05-04,L005,M006,白班,51
P001978,2026-05-04,L005,M006,夜班,55
P001979,2026-05-04,L006,M006,白班,51
P001980,2026-05-04,L006,M006,夜班,51
P001981,2026-05-04,L007,M007,白班,49
P001982,2026-05-04,L007,M008,夜班,44
P001983,2026-05-04,L008,M005,白班,65
P001984,2026-05-04,L008,M001,夜班,77
P001985,2026-05-05,L001,M001,白班,91
P001986,2026-05-05,L001,M001,夜班,92
P001987,2026-05-05,L002,M004,白班,79
P001988,2026-05-05,L002,M003,夜班,76
P001989,2026-05-05,L003,M003,白班,65
P001990,2026-05-05,L003,M003,夜班,63
P001991,2026-05-05,L004,M002,白班,69
P001992,2026-05-05,L004,M001,夜班,66
P001993,2026-05-05,L005,M006,白班,51
P001994,2026-05-05,L005,M005,夜班,48
P001995,2026-05-05,L006,M006,白班,46
P001996,2026-05-05,L006,M006,夜班,54
P001997,2026-05-05,L007,M008,白班,43
P001998,2026-05-05,L007,M007,夜班,42
P001999,2026-05-05,L008,M001,白班,76
P002000,2026-05-05,L008,M002,夜班,73
P002001,2026-05-06,L001,M002,白班,85
P002002,2026-05-06,L001,M001,夜班,93
P002003,2026-05-06,L002,M003,白班,72
P002004,2026-05-06,L002,M004,夜班,77
P002005,2026-05-06,L003,M003,白班,69
P002006,2026-05-06,L003,M003,夜班,75
P002007,2026-05-06,L004,M001,白班,70
P002008,2026-05-06,L004,M001,夜班,68
P002009,2026-05-06,L005,M005,白班,55
P002010,2026-05-06,L005,M005,夜班,47
P002011,2026-05-06,L006,M005,白班,51
P002012,2026-05-06,L006,M006,夜班,54
P002013,2026-05-06,L007,M007,白班,46
P002014,2026-05-06,L007,M008,夜班,48
P002015,2026-05-06,L008,M002,白班,68
P002016,2026-05-06,L008,M007,夜班,74
P002017,2026-05-07,L001,M002,白班,75
P002018,2026-05-07,L001,M002,夜班,83
P002019,2026-05-07,L002,M004,白班,75
P002020,2026-05-07,L002,M004,夜班,65
P002021,2026-05-07,L003,M004,白班,71
P002022,2026-05-07,L003,M004,夜班,63
P002023,2026-05-07,L004,M002,白班,56
P002024,2026-05-07,L004,M002,夜班,56
P002025,2026-05-07,L005,M005,白班,51
P002026,2026-05-07,L005,M005,夜班,55
P002027,2026-05-07,L006,M006,白班,58
P002028,2026-05-07,L006,M005,夜班,53
P002029,2026-05-07,L007,M007,白班,47
P002030,2026-05-07,L007,M007,夜班,44
P002031,2026-05-07,L008,M006,白班,78
P002032,2026-05-07,L008,M002,夜班,82
P002033,2026-05-08,L001,M002,白班,80
P002034,2026-05-08,L001,M002,夜班,76
P002035,2026-05-08,L002,M003,白班,82
P002036,2026-05-08,L002,M003,夜班,80
P002037,2026-05-08,L003,M003,白班,63
P002038,2026-05-08,L003,M003,夜班,68
P002039,2026-05-08,L004,M002,白班,65
P002040,2026-05-08,L004,M002,夜班,61
P002041,2026-05-08,L005,M006,白班,58
P002042,2026-05-08,L005,M005,夜班,59
P002043,2026-05-08,L006,M005,白班,53
P002044,2026-05-08,L006,M005,夜班,53
P002045,2026-05-08,L007,M008,白班,42
P002046,2026-05-08,L007,M008,夜班,47
P002047,2026-05-08,L008,M004,白班,81
P002048,2026-05-08,L008,M004,夜班,75
P002049,2026-05-09,L001,M001,白班,68
P002050,2026-05-09,L001,M002,夜班,76
P002051,2026-05-09,L002,M004,白班,63
P002052,2026-05-09,L002,M004,夜班,62
P002053,2026-05-09,L003,M003,白班,67
P002054,2026-05-09,L003,M004,夜班,67
P002055,2026-05-09,L004,M001,白班,61
P002056,2026-05-09,L004,M002,夜班,53
P002057,2026-05-09,L005,M005,白班,51
P002058,2026-05-09,L005,M006,夜班,45
P002059,2026-05-09,L006,M006,白班,46
P002060,2026-05-09,L006,M006,夜班,47
P002061,2026-05-09,L007,M008,白班,43
P002062,2026-05-09,L007,M007,夜班,42
P002063,2026-05-09,L008,M005,白班,61
P002064,2026-05-09,L008,M003,夜班,69
P002065,2026-05-10,L001,M002,白班,59
P002066,2026-05-10,L001,M002,夜班,64
P002067,2026-05-10,L002,M003,白班,45
P002068,2026-05-10,L002,M003,夜班,50
P002069,2026-05-10,L003,M004,白班,45
P002070,2026-05-10,L003,M004,夜班,42
P002071,2026-05-10,L004,M002,白班,44
P002072,2026-05-10,L004,M002,夜班,46
P002073,2026-05-10,L005,M006,白班,38
P002074,2026-05-10,L005,M006,夜班,41
P002075,2026-05-10,L006,M005,白班,32
P002076,2026-05-10,L006,M006,夜班,40
P002077,2026-05-10,L007,M007,白班,31
P002078,2026-05-10,L007,M008,夜班,29
P002079,2026-05-10,L008,M003,白班,52
P002080,2026-05-10,L008,M001,夜班,55
P002081,2026-05-11,L001,M001,白班,85
P002082,2026-05-11,L001,M002,夜班,73
P002083,2026-05-11,L002,M004,白班,71
P002084,2026-05-11,L002,M003,夜班,71
P002085,2026-05-11,L003,M004,白班,62
P002086,2026-05-11,L003,M004,夜班,73
P002087,2026-05-11,L004,M001,白班,70
P002088,2026-05-11,L004,M002,夜班,59
P002089,2026-05-11,L005,M005,白班,50
P002090,2026-05-11,L005,M005,夜班,50
P002091,2026-05-11,L006,M006,白班,56
P002092,2026-05-11,L006,M005,夜班,49
P002093,2026-05-11,L007,M007,白班,52
P002094,2026-05-11,L007,M008,夜班,45
P002095,2026-05-11,L008,M002,白班,78
P002096,2026-05-11,L008,M006,夜班,82
P002097,2026-05-12,L001,M002,白班,85
P002098,2026-05-12,L001,M001,夜班,82
P002099,2026-05-12,L002,M003,白班,78
P002100,2026-05-12,L002,M004,夜班,79
P002101,2026-05-12,L003,M004,白班,76
P002102,2026-05-12,L003,M004,夜班,61
P002103,2026-05-12,L004,M001,白班,61
P002104,2026-05-12,L004,M001,夜班,62
P002105,2026-05-12,L005,M005,白班,55
P002106,2026-05-12,L005,M006,夜班,59
P002107,2026-05-12,L006,M005,白班,47
P002108,2026-05-12,L006,M006,夜班,49
P002109,2026-05-12,L007,M007,白班,45
P002110,2026-05-12,L007,M008,夜班,47
P002111,2026-05-12,L008,M001,白班,78
P002112,2026-05-12,L008,M004,夜班,79
P002113,2026-05-13,L001,M001,白班,75
P002114,2026-05-13,L001,M001,夜班,84
P002115,2026-05-13,L002,M003,白班,74
P002116,2026-05-13,L002,M003,夜班,78
P002117,2026-05-13,L003,M004,白班,74
P002118,2026-05-13,L003,M004,夜班,71
P002119,2026-05-13,L004,M001,白班,67
P002120,2026-05-13,L004,M002,夜班,56
P002121,2026-05-13,L005,M005,白班,48
P002122,2026-05-13,L005,M006,夜班,58
P002123,2026-05-13,L006,M005,白班,51
P002124,2026-05-13,L006,M006,夜班,50
P002125,2026-05-13,L007,M008,白班,52
P002126,2026-05-13,L007,M007,夜班,43
P002127,2026-05-13,L008,M008,白班,70
P002128,2026-05-13,L008,M008,夜班,67
P002129,2026-05-14,L001,M002,白班,83
P002130,2026-05-14,L001,M001,夜班,75
P002131,2026-05-14,L002,M004,白班,77
P002132,2026-05-14,L002,M003,夜班,73
P002133,2026-05-14,L003,M004,白班,69
P002134,2026-05-14,L003,M004,夜班,76
P002135,2026-05-14,L004,M001,白班,70
P002136,2026-05-14,L004,M002,夜班,71
P002137,2026-05-14,L005,M006,白班,48
P002138,2026-05-14,L005,M006,夜班,52
P002139,2026-05-14,L006,M005,白班,56
P002140,2026-05-14,L006,M006,夜班,49
P002141,2026-05-14,L007,M008,白班,46
P002142,2026-05-14,L007,M008,夜班,42
P002143,2026-05-14,L008,M002,白班,69
P002144,2026-05-14,L008,M004,夜班,77
P002145,2026-05-15,L001,M002,白班,91
P002146,2026-05-15,L001,M001,夜班,90
P002147,2026-05-15,L002,M004,白班,75
P002148,2026-05-15,L002,M003,夜班,69
P002149,2026-05-15,L003,M004,白班,75
P002150,2026-05-15,L003,M004,夜班,64
P002151,2026-05-15,L004,M002,白班,67
P002152,2026-05-15,L004,M002,夜班,65
P002153,2026-05-15,L005,M005,白班,54
P002154,2026-05-15,L005,M006,夜班,57
P002155,2026-05-15,L006,M005,白班,46
P002156,2026-05-15,L006,M005,夜班,52
P002157,2026-05-15,L007,M008,白班,43
P002158,2026-05-15,L007,M007,夜班,46
P002159,2026-05-15,L008,M001,白班,76
P002160,2026-05-15,L008,M002,夜班,66
P002161,2026-05-16,L001,M002,白班,79
P002162,2026-05-16,L001,M001,夜班,83
P002163,2026-05-16,L002,M003,白班,61
P002164,2026-05-16,L002,M004,夜班,70
P002165,2026-05-16,L003,M004,白班,64
P002166,2026-05-16,L003,M003,夜班,69
P002167,2026-05-16,L004,M002,白班,59
P002168,2026-05-16,L004,M001,夜班,56
P002169,2026-05-16,L005,M006,白班,44
P002170,2026-05-16,L005,M005,夜班,48
P002171,2026-05-16,L006,M006,白班,46
P002172,2026-05-16,L006,M005,夜班,51
P002173,2026-05-16,L007,M008,白班,41
P002174,2026-05-16,L007,M008,夜班,40
P002175,2026-05-16,L008,M005,白班,60
P002176,2026-05-16,L008,M001,夜班,62
P002177,2026-05-17,L001,M002,白班,52
P002178,2026-05-17,L001,M002,夜班,63
P002179,2026-05-17,L002,M004,白班,46
P002180,2026-05-17,L002,M003,夜班,55
P002181,2026-05-17,L003,M003,白班,53
P002182,2026-05-17,L003,M003,夜班,48
P002183,2026-05-17,L004,M001,白班,40
P002184,2026-05-17,L004,M002,夜班,48
P002185,2026-05-17,L005,M006,白班,41
P002186,2026-05-17,L005,M005,夜班,38
P002187,2026-05-17,L006,M006,白班,32
P002188,2026-05-17,L006,M006,夜班,38
P002189,2026-05-17,L007,M008,白班,29
P002190,2026-05-17,L007,M008,夜班,36
P002191,2026-05-17,L008,M007,白班,55
P002192,2026-05-17,L008,M001,夜班,52
P002193,2026-05-18,L001,M002,白班,91
P002194,2026-05-18,L001,M001,夜班,74
P002195,2026-05-18,L002,M003,白班,81
P002196,2026-05-18,L002,M003,夜班,65
P002197,2026-05-18,L003,M003,白班,67
P002198,2026-05-18,L003,M004,夜班,77
P002199,2026-05-18,L004,M002,白班,63
P002200,2026-05-18,L004,M002,夜班,68
P002201,2026-05-18,L005,M006,白班,60
P002202,2026-05-18,L005,M005,夜班,56
P002203,2026-05-18,L006,M005,白班,50
P002204,2026-05-18,L006,M005,夜班,47
P002205,2026-05-18,L007,M008,白班,50
P002206,2026-05-18,L007,M007,夜班,49
P002207,2026-05-18,L008,M004,白班,80
P002208,2026-05-18,L008,M007,夜班,65
P002209,2026-05-19,L001,M002,白班,80
P002210,2026-05-19,L001,M002,夜班,79
P002211,2026-05-19,L002,M004,白班,82
P002212,2026-05-19,L002,M003,夜班,78
P002213,2026-05-19,L003,M003,白班,70
P002214,2026-05-19,L003,M003,夜班,68
P002215,2026-05-19,L004,M002,白班,56
P002216,2026-05-19,L004,M002,夜班,67
P002217,2026-05-19,L005,M005,白班,57
P002218,2026-05-19,L005,M005,夜班,48
P002219,2026-05-19,L006,M006,白班,52
P002220,2026-05-19,L006,M006,夜班,48
P002221,2026-05-19,L007,M007,白班,49
P002222,2026-05-19,L007,M008,夜班,43
P002223,2026-05-19,L008,M008,白班,81
P002224,2026-05-19,L008,M006,夜班,72
P002225,2026-05-20,L001,M001,白班,73
P002226,2026-05-20,L001,M001,夜班,93
P002227,2026-05-20,L002,M004,白班,75
P002228,2026-05-20,L002,M003,夜班,78
P002229,2026-05-20,L003,M004,白班,63
P002230,2026-05-20,L003,M003,夜班,66
P002231,2026-05-20,L004,M001,白班,60
P002232,2026-05-20,L004,M002,夜班,67
P002233,2026-05-20,L005,M006,白班,52
P002234,2026-05-20,L005,M005,夜班,52
P002235,2026-05-20,L006,M005,白班,47
P002236,2026-05-20,L006,M005,夜班,49
P002237,2026-05-20,L007,M007,白班,46
P002238,2026-05-20,L007,M008,夜班,50
P002239,2026-05-20,L008,M002,白班,65
P002240,2026-05-20,L008,M006,夜班,74
P002241,2026-05-21,L001,M001,白班,76
P002242,2026-05-21,L001,M002,夜班,89
P002243,2026-05-21,L002,M003,白班,79
P002244,2026-05-21,L002,M004,夜班,72
P002245,2026-05-21,L003,M003,白班,73
P002246,2026-05-21,L003,M004,夜班,75
P002247,2026-05-21,L004,M002,白班,65
P002248,2026-05-21,L004,M001,夜班,66
P002249,2026-05-21,L005,M006,白班,52
P002250,2026-05-21,L005,M005,夜班,56
P002251,2026-05-21,L006,M005,白班,57
P002252,2026-05-21,L006,M005,夜班,48
P002253,2026-05-21,L007,M007,白班,46
P002254,2026-05-21,L007,M008,夜班,43
P002255,2026-05-21,L008,M003,白班,66
P002256,2026-05-21,L008,M003,夜班,81
P002257,2026-05-22,L001,M001,白班,82
P002258,2026-05-22,L001,M001,夜班,92
P002259,2026-05-22,L002,M004,白班,71
P002260,2026-05-22,L002,M003,夜班,82
P002261,2026-05-22,L003,M004,白班,71
P002262,2026-05-22,L003,M003,夜班,64
P002263,2026-05-22,L004,M001,白班,69
P002264,2026-05-22,L004,M002,夜班,71
P002265,2026-05-22,L005,M006,白班,53
P002266,2026-05-22,L005,M005,夜班,57
P002267,2026-05-22,L006,M006,白班,52
P002268,2026-05-22,L006,M005,夜班,48
P002269,2026-05-22,L007,M007,白班,45
P002270,2026-05-22,L007,M008,夜班,47
P002271,2026-05-22,L008,M008,白班,68
P002272,2026-05-22,L008,M003,夜班,77
P002273,2026-05-23,L001,M002,白班,80
P002274,2026-05-23,L001,M002,夜班,68
P002275,2026-05-23,L002,M003,白班,72
P002276,2026-05-23,L002,M003,夜班,59
P002277,2026-05-23,L003,M004,白班,57
P002278,2026-05-23,L003,M003,夜班,55
P002279,2026-05-23,L004,M001,白班,52
P002280,2026-05-23,L004,M001,夜班,52
P002281,2026-05-23,L005,M006,白班,47
P002282,2026-05-23,L005,M005,夜班,44
P002283,2026-05-23,L006,M006,白班,45
P002284,2026-05-23,L006,M005,夜班,41
P002285,2026-05-23,L007,M007,白班,40
P002286,2026-05-23,L007,M007,夜班,37
P002287,2026-05-23,L008,M004,白班,62
P002288,2026-05-23,L008,M001,夜班,68
P002289,2026-05-24,L001,M001,白班,65
P002290,2026-05-24,L001,M001,夜班,57
P002291,2026-05-24,L002,M003,白班,45
P002292,2026-05-24,L002,M004,夜班,52
P002293,2026-05-24,L003,M004,白班,43
P002294,2026-05-24,L003,M003,夜班,53
P002295,2026-05-24,L004,M001,白班,44
P002296,2026-05-24,L004,M002,夜班,47
P002297,2026-05-24,L005,M006,白班,42
P002298,2026-05-24,L005,M005,夜班,41
P002299,2026-05-24,L006,M005,白班,34
P002300,2026-05-24,L006,M005,夜班,36
P002301,2026-05-24,L007,M008,白班,31
P002302,2026-05-24,L007,M008,夜班,30
P002303,2026-05-24,L008,M007,白班,55
P002304,2026-05-24,L008,M005,夜班,56
P002305,2026-05-25,L001,M002,白班,91
P002306,2026-05-25,L001,M001,夜班,83
P002307,2026-05-25,L002,M004,白班,70
P002308,2026-05-25,L002,M003,夜班,78
P002309,2026-05-25,L003,M004,白班,67
P002310,2026-05-25,L003,M004,夜班,67
P002311,2026-05-25,L004,M001,白班,57
P002312,2026-05-25,L004,M001,夜班,63
P002313,2026-05-25,L005,M005,白班,59
P002314,2026-05-25,L005,M006,夜班,54
P002315,2026-05-25,L006,M006,白班,51
P002316,2026-05-25,L006,M006,夜班,54
P002317,2026-05-25,L007,M007,白班,47
P002318,2026-05-25,L007,M007,夜班,46
P002319,2026-05-25,L008,M007,白班,66
P002320,2026-05-25,L008,M003,夜班,77
P002321,2026-05-26,L001,M002,白班,74
P002322,2026-05-26,L001,M001,夜班,93
P002323,2026-05-26,L002,M004,白班,69
P002324,2026-05-26,L002,M003,夜班,75
P002325,2026-05-26,L003,M004,白班,72
P002326,2026-05-26,L003,M004,夜班,62
P002327,2026-05-26,L004,M002,白班,64
P002328,2026-05-26,L004,M001,夜班,61
P002329,2026-05-26,L005,M006,白班,48
P002330,2026-05-26,L005,M006,夜班,57
P002331,2026-05-26,L006,M005,白班,50
P002332,2026-05-26,L006,M005,夜班,51
P002333,2026-05-26,L007,M007,白班,44
P002334,2026-05-26,L007,M007,夜班,50
P002335,2026-05-26,L008,M005,白班,66
P002336,2026-05-26,L008,M001,夜班,76
P002337,2026-05-27,L001,M002,白班,84
P002338,2026-05-27,L001,M001,夜班,73
P002339,2026-05-27,L002,M004,白班,66
P002340,2026-05-27,L002,M003,夜班,78
P002341,2026-05-27,L003,M004,白班,71
P002342,2026-05-27,L003,M004,夜班,70
P002343,2026-05-27,L004,M002,白班,66
P002344,2026-05-27,L004,M001,夜班,67
P002345,2026-05-27,L005,M006,白班,49
P002346,2026-05-27,L005,M006,夜班,51
P002347,2026-05-27,L006,M006,白班,50
P002348,2026-05-27,L006,M005,夜班,51
P002349,2026-05-27,L007,M008,白班,49
P002350,2026-05-27,L007,M008,夜班,52
P002351,2026-05-27,L008,M005,白班,79
P002352,2026-05-27,L008,M008,夜班,81
P002353,2026-05-28,L001,M002,白班,88
P002354,2026-05-28,L001,M001,夜班,86
P002355,2026-05-28,L002,M004,白班,81
P002356,2026-05-28,L002,M004,夜班,82
P002357,2026-05-28,L003,M004,白班,65
P002358,2026-05-28,L003,M004,夜班,64
P002359,2026-05-28,L004,M002,白班,71
P002360,2026-05-28,L004,M002,夜班,57
P002361,2026-05-28,L005,M006,白班,57
P002362,2026-05-28,L005,M006,夜班,54
P002363,2026-05-28,L006,M005,白班,49
P002364,2026-05-28,L006,M005,夜班,50
P002365,2026-05-28,L007,M008,白班,46
P002366,2026-05-28,L007,M008,夜班,47
P002367,2026-05-28,L008,M004,白班,70
P002368,2026-05-28,L008,M004,夜班,73
P002369,2026-05-29,L001,M002,白班,78
P002370,2026-05-29,L001,M001,夜班,78
P002371,2026-05-29,L002,M003,白班,79
P002372,2026-05-29,L002,M004,夜班,75
P002373,2026-05-29,L003,M004,白班,72
P002374,2026-05-29,L003,M004,夜班,61
P002375,2026-05-29,L004,M002,白班,61
P002376,2026-05-29,L004,M002,夜班,62
P002377,2026-05-29,L005,M005,白班,48
P002378,2026-05-29,L005,M006,夜班,58
P002379,2026-05-29,L006,M006,白班,46
P002380,2026-05-29,L006,M005,夜班,54
P002381,2026-05-29,L007,M007,白班,41
P002382,2026-05-29,L007,M008,夜班,47
P002383,2026-05-29,L008,M001,白班,70
P002384,2026-05-29,L008,M001,夜班,75
P002385,2026-05-30,L001,M002,白班,74
P002386,2026-05-30,L001,M002,夜班,81
P002387,2026-05-30,L002,M004,白班,61
P002388,2026-05-30,L002,M004,夜班,64
P002389,2026-05-30,L003,M003,白班,64
P002390,2026-05-30,L003,M003,夜班,59
P002391,2026-05-30,L004,M002,白班,54
P002392,2026-05-30,L004,M001,夜班,51
P002393,2026-05-30,L005,M005,白班,46
P002394,2026-05-30,L005,M006,夜班,50
P002395,2026-05-30,L006,M005,白班,45
P002396,2026-05-30,L006,M006,夜班,44
P002397,2026-05-30,L007,M008,白班,42
P002398,2026-05-30,L007,M008,夜班,37
P002399,2026-05-30,L008,M008,白班,61
P002400,2026-05-30,L008,M001,夜班,64
P002401,2026-05-31,L001,M002,白班,56
P002402,2026-05-31,L001,M002,夜班,53
P002403,2026-05-31,L002,M003,白班,55
P002404,2026-05-31,L002,M003,夜班,52
P002405,2026-05-31,L003,M003,白班,54
P002406,2026-05-31,L003,M003,夜班,51
P002407,2026-05-31,L004,M001,白班,42
P002408,2026-05-31,L004,M002,夜班,41
P002409,2026-05-31,L005,M005,白班,36
P002410,2026-05-31,L005,M005,夜班,36
P002411,2026-05-31,L006,M006,白班,37
P002412,2026-05-31,L006,M005,夜班,39
P002413,2026-05-31,L007,M007,白班,30
P002414,2026-05-31,L007,M008,夜班,33
P002415,2026-05-31,L008,M003,白班,46
P002416,2026-05-31,L008,M008,夜班,53
P002417,2026-06-01,L001,M001,白班,79
P002418,2026-06-01,L001,M002,夜班,78
P002419,2026-06-01,L002,M003,白班,84
P002420,2026-06-01,L002,M003,夜班,74
P002421,2026-06-01,L003,M003,白班,83
P002422,2026-06-01,L003,M003,夜班,90
P002423,2026-06-01,L004,M001,白班,62
P002424,2026-06-01,L004,M002,夜班,64
P002425,2026-06-01,L005,M005,白班,55
P002426,2026-06-01,L005,M006,夜班,59
P002427,2026-06-01,L006,M005,白班,56
P002428,2026-06-01,L006,M005,夜班,56
P002429,2026-06-01,L007,M008,白班,52
P002430,2026-06-01,L007,M007,夜班,50
P002431,2026-06-01,L008,M006,白班,80
P002432,2026-06-01,L008,M001,夜班,80
P002433,2026-06-02,L001,M001,白班,82
P002434,2026-06-02,L001,M001,夜班,87
P002435,2026-06-02,L002,M004,白班,83
P002436,2026-06-02,L002,M003,夜班,88
P002437,2026-06-02,L003,M003,白班,80
P002438,2026-06-02,L003,M003,夜班,90
P002439,2026-06-02,L004,M002,白班,63
P002440,2026-06-02,L004,M002,夜班,72
P002441,2026-06-02,L005,M006,白班,58
P002442,2026-06-02,L005,M006,夜班,52
P002443,2026-06-02,L006,M005,白班,50
P002444,2026-06-02,L006,M005,夜班,58
P002445,2026-06-02,L007,M007,白班,51
P002446,2026-06-02,L007,M007,夜班,49
P002447,2026-06-02,L008,M008,白班,82
P002448,2026-06-02,L008,M001,夜班,80
P002449,2026-06-03,L001,M001,白班,85
P002450,2026-06-03,L001,M001,夜班,78
P002451,2026-06-03,L002,M003,白班,83
P002452,2026-06-03,L002,M003,夜班,83
P002453,2026-06-03,L003,M003,白班,77
P002454,2026-06-03,L003,M003,夜班,84
P002455,2026-06-03,L004,M002,白班,71
P002456,2026-06-03,L004,M001,夜班,61
P002457,2026-06-03,L005,M005,白班,56
P002458,2026-06-03,L005,M006,夜班,58
P002459,2026-06-03,L006,M005,白班,55
P002460,2026-06-03,L006,M005,夜班,60
P002461,2026-06-03,L007,M008,白班,46
P002462,2026-06-03,L007,M008,夜班,54
P002463,2026-06-03,L008,M006,白班,81
P002464,2026-06-03,L008,M007,夜班,70
P002465,2026-06-04,L001,M001,白班,85
P002466,2026-06-04,L001,M002,夜班,87
P002467,2026-06-04,L002,M003,白班,92
P002468,2026-06-04,L002,M003,夜班,75
P002469,2026-06-04,L003,M004,白班,70
P002470,2026-06-04,L003,M003,夜班,68
P002471,2026-06-04,L004,M001,白班,68
P002472,2026-06-04,L004,M001,夜班,62
P002473,2026-06-04,L005,M005,白班,56
P002474,2026-06-04,L005,M005,夜班,54
P002475,2026-06-04,L006,M006,白班,50
P002476,2026-06-04,L006,M006,夜班,61
P002477,2026-06-04,L007,M008,白班,47
P002478,2026-06-04,L007,M007,夜班,49
P002479,2026-06-04,L008,M007,白班,78
P002480,2026-06-04,L008,M003,夜班,79
P002481,2026-06-05,L001,M001,白班,83
P002482,2026-06-05,L001,M002,夜班,85
