defect_id,defect_date,line_id,model_id,process,defect_type,defect_count,severity,rework_status
D002244,2026-05-17,L008,M007,检测,制动检测异常,1,高,已返修
D002245,2026-05-17,L008,M001,检测,电控报警,3,中,返修中
D002246,2026-05-18,L001,M002,总装,螺栓扭矩不足,3,低,已返修
D002247,2026-05-18,L001,M001,总装,线束松动,2,低,返修中
D002248,2026-05-18,L002,M003,焊装,焊点虚焊,2,低,已返修
D002249,2026-05-18,L002,M003,焊装,焊缝气孔,2,中,待确认
D002250,2026-05-18,L003,M003,总装,内饰装配偏差,2,低,已返修
D002251,2026-05-18,L003,M004,总装,线束松动,2,中,已返修
D002252,2026-05-18,L004,M002,涂装,漆面流挂,1,低,已返修
D002253,2026-05-18,L004,M002,涂装,颗粒点,1,低,已返修
D002254,2026-05-18,L005,M006,总装,线束松动,2,高,已返修
D002255,2026-05-18,L005,M005,总装,线束松动,3,低,已返修
D002256,2026-05-18,L006,M005,焊装,零件错位,3,中,已返修
D002257,2026-05-18,L006,M005,焊装,焊点虚焊,3,低,已返修
D002258,2026-05-18,L007,M008,总装,内饰装配偏差,3,中,返修中
D002259,2026-05-18,L007,M007,总装,螺栓扭矩不足,1,低,已返修
D002260,2026-05-18,L008,M004,检测,制动检测异常,3,低,已返修
D002261,2026-05-18,L008,M007,检测,制动检测异常,2,中,返修中
D002262,2026-05-19,L001,M002,总装,内饰装配偏差,3,低,已返修
D002263,2026-05-19,L001,M002,总装,线束松动,3,低,已返修
D002264,2026-05-19,L002,M004,焊装,焊点虚焊,1,低,已返修
D002265,2026-05-19,L002,M003,焊装,焊缝气孔,3,中,已返修
D002266,2026-05-19,L003,M003,总装,螺栓扭矩不足,3,低,返修中
D002267,2026-05-19,L003,M003,总装,螺栓扭矩不足,1,中,已返修
D002268,2026-05-19,L004,M002,涂装,色差,1,低,已返修
D002269,2026-05-19,L004,M002,涂装,漆面流挂,1,高,待确认
D002270,2026-05-19,L005,M005,总装,内饰装配偏差,1,低,已返修
D002271,2026-05-19,L005,M005,总装,内饰装配偏差,1,低,已返修
D002272,2026-05-19,L006,M006,焊装,零件错位,3,中,已返修
D002273,2026-05-19,L006,M006,焊装,焊点虚焊,3,低,返修中
D002274,2026-05-19,L007,M007,总装,螺栓扭矩不足,4,低,已返修
D002275,2026-05-19,L007,M008,总装,螺栓扭矩不足,2,中,返修中
D002276,2026-05-19,L008,M008,检测,电控报警,4,低,已返修
D002277,2026-05-19,L008,M006,检测,密封性异常,3,低,已返修
D002278,2026-05-19,L008,M006,检测,制动检测异常,1,中,已返修
D002279,2026-05-20,L001,M001,总装,螺栓扭矩不足,2,中,已返修
D002280,2026-05-20,L001,M001,总装,线束松动,4,低,已返修
D002281,2026-05-20,L002,M004,焊装,焊缝气孔,4,低,返修中
D002282,2026-05-20,L002,M003,焊装,零件错位,4,中,已返修
D002283,2026-05-20,L003,M004,总装,内饰装配偏差,3,低,已返修
D002284,2026-05-20,L003,M003,总装,内饰装配偏差,3,中,已返修
D002285,2026-05-20,L004,M001,涂装,色差,4,低,已返修
D002286,2026-05-20,L004,M002,涂装,色差,3,低,已返修
D002287,2026-05-20,L005,M006,总装,内饰装配偏差,3,高,已返修
D002288,2026-05-20,L005,M005,总装,内饰装配偏差,1,低,返修中
D002289,2026-05-20,L006,M005,焊装,焊点虚焊,2,高,返修中
D002290,2026-05-20,L006,M005,焊装,零件错位,1,中,待确认
D002291,2026-05-20,L007,M007,总装,螺栓扭矩不足,1,高,返修中
D002292,2026-05-20,L007,M008,总装,线束松动,1,低,已返修
D002293,2026-05-20,L008,M002,检测,电控报警,4,低,返修中
D002294,2026-05-20,L008,M006,检测,制动检测异常,3,中,已返修
D002295,2026-05-20,L008,M006,检测,电控报警,1,中,已返修
D002296,2026-05-21,L001,M001,总装,螺栓扭矩不足,1,低,已返修
D002297,2026-05-21,L001,M002,总装,线束松动,4,低,返修中
D002298,2026-05-21,L002,M003,焊装,焊缝气孔,1,中,已返修
D002299,2026-05-21,L002,M004,焊装,零件错位,4,中,待确认
D002300,2026-05-21,L003,M003,总装,螺栓扭矩不足,2,低,已返修
D002301,2026-05-21,L003,M004,总装,螺栓扭矩不足,2,低,已返修
D002302,2026-05-21,L004,M002,涂装,颗粒点,1,中,已返修
D002303,2026-05-21,L004,M001,涂装,色差,2,中,已返修
D002304,2026-05-21,L005,M006,总装,螺栓扭矩不足,1,中,已返修
D002305,2026-05-21,L005,M005,总装,内饰装配偏差,2,中,已返修
D002306,2026-05-21,L006,M005,焊装,零件错位,2,低,返修中
D002307,2026-05-21,L006,M005,焊装,焊缝气孔,2,低,已返修
D002308,2026-05-21,L007,M007,总装,螺栓扭矩不足,1,低,待确认
D002309,2026-05-21,L007,M008,总装,线束松动,3,低,已返修
D002310,2026-05-21,L008,M003,检测,密封性异常,4,低,已返修
D002311,2026-05-21,L008,M003,检测,制动检测异常,4,中,已返修
D002312,2026-05-22,L001,M001,总装,线束松动,3,中,已返修
D002313,2026-05-22,L001,M001,总装,线束松动,1,中,已返修
D002314,2026-05-22,L002,M004,焊装,零件错位,2,低,已返修
D002315,2026-05-22,L002,M003,焊装,焊缝气孔,3,低,已返修
D002316,2026-05-22,L003,M004,总装,内饰装配偏差,1,低,已返修
D002317,2026-05-22,L003,M003,总装,内饰装配偏差,2,中,已返修
D002318,2026-05-22,L004,M001,涂装,颗粒点,3,中,待确认
D002319,2026-05-22,L004,M002,涂装,颗粒点,3,中,待确认
D002320,2026-05-22,L005,M006,总装,线束松动,1,高,返修中
D002321,2026-05-22,L005,M005,总装,内饰装配偏差,1,低,已返修
D002322,2026-05-22,L006,M006,焊装,焊缝气孔,2,低,已返修
D002323,2026-05-22,L006,M005,焊装,零件错位,1,中,返修中
D002324,2026-05-22,L007,M007,总装,螺栓扭矩不足,3,中,已返修
D002325,2026-05-22,L007,M008,总装,线束松动,3,高,已返修
D002326,2026-05-22,L008,M008,检测,电控报警,3,低,已返修
D002327,2026-05-22,L008,M003,检测,制动检测异常,3,中,已返修
D002328,2026-05-23,L001,M002,总装,内饰装配偏差,2,低,已返修
D002329,2026-05-23,L001,M002,总装,线束松动,1,中,已返修
D002330,2026-05-23,L002,M003,焊装,焊缝气孔,2,低,已返修
D002331,2026-05-23,L002,M003,焊装,焊缝气孔,1,低,已返修
D002332,2026-05-23,L003,M004,总装,螺栓扭矩不足,3,低,待确认
D002333,2026-05-23,L003,M003,总装,内饰装配偏差,2,低,已返修
D002334,2026-05-23,L004,M001,涂装,色差,1,低,待确认
D002335,2026-05-23,L004,M001,涂装,颗粒点,3,高,已返修
D002336,2026-05-23,L005,M006,总装,线束松动,1,中,已返修
D002337,2026-05-23,L005,M005,总装,线束松动,1,低,已返修
D002338,2026-05-23,L006,M006,焊装,零件错位,3,低,已返修
D002339,2026-05-23,L006,M005,焊装,零件错位,2,低,已返修
D002340,2026-05-23,L007,M007,总装,内饰装配偏差,2,高,已返修
D002341,2026-05-23,L007,M007,总装,内饰装配偏差,3,中,已返修
D002342,2026-05-23,L008,M004,检测,密封性异常,2,中,已返修
D002343,2026-05-23,L008,M001,检测,电控报警,1,高,返修中
D002344,2026-05-24,L001,M001,总装,内饰装配偏差,4,低,已返修
D002345,2026-05-24,L001,M001,总装,螺栓扭矩不足,3,低,待确认
D002346,2026-05-24,L002,M003,焊装,焊缝气孔,2,低,待确认
D002347,2026-05-24,L002,M004,焊装,焊点虚焊,2,高,已返修
D002348,2026-05-24,L003,M004,总装,线束松动,1,低,已返修
D002349,2026-05-24,L003,M003,总装,内饰装配偏差,1,中,返修中
D002350,2026-05-24,L004,M001,涂装,漆面流挂,2,低,已返修
D002351,2026-05-24,L004,M002,涂装,色差,1,低,已返修
D002352,2026-05-24,L005,M006,总装,内饰装配偏差,2,低,已返修
D002353,2026-05-24,L005,M005,总装,内饰装配偏差,1,低,已返修
D002354,2026-05-24,L006,M005,焊装,焊缝气孔,1,低,返修中
D002355,2026-05-24,L006,M005,焊装,焊点虚焊,3,低,已返修
D002356,2026-05-24,L007,M008,总装,内饰装配偏差,1,低,返修中
D002357,2026-05-24,L008,M007,检测,电控报警,3,低,已返修
D002358,2026-05-24,L008,M005,检测,制动检测异常,3,低,已返修
D002359,2026-05-25,L001,M002,总装,线束松动,2,低,已返修
D002360,2026-05-25,L001,M001,总装,内饰装配偏差,4,低,已返修
D002361,2026-05-25,L002,M004,焊装,焊点虚焊,4,中,返修中
D002362,2026-05-25,L002,M003,焊装,焊点虚焊,3,低,返修中
D002363,2026-05-25,L003,M004,总装,螺栓扭矩不足,2,低,返修中
D002364,2026-05-25,L003,M004,总装,螺栓扭矩不足,1,低,已返修
D002365,2026-05-25,L004,M001,涂装,色差,1,低,返修中
D002366,2026-05-25,L004,M001,涂装,颗粒点,2,低,已返修
D002367,2026-05-25,L005,M005,总装,螺栓扭矩不足,1,高,已返修
D002368,2026-05-25,L005,M006,总装,线束松动,2,高,返修中
D002369,2026-05-25,L006,M006,焊装,焊缝气孔,4,低,已返修
D002370,2026-05-25,L006,M006,焊装,零件错位,2,低,已返修
D002371,2026-05-25,L007,M007,总装,线束松动,2,中,已返修
D002372,2026-05-25,L007,M007,总装,内饰装配偏差,1,低,已返修
D002373,2026-05-25,L008,M007,检测,密封性异常,1,低,已返修
D002374,2026-05-25,L008,M003,检测,电控报警,2,低,已返修
D002375,2026-05-26,L001,M002,总装,内饰装配偏差,2,高,已返修
D002376,2026-05-26,L001,M001,总装,线束松动,2,低,返修中
D002377,2026-05-26,L002,M004,焊装,焊缝气孔,2,中,已返修
D002378,2026-05-26,L002,M003,焊装,零件错位,2,低,已返修
D002379,2026-05-26,L003,M004,总装,螺栓扭矩不足,1,低,已返修
D002380,2026-05-26,L003,M004,总装,螺栓扭矩不足,3,低,已返修
D002381,2026-05-26,L004,M002,涂装,色差,4,低,已返修
D002382,2026-05-26,L004,M001,涂装,色差,2,中,返修中
D002383,2026-05-26,L005,M006,总装,螺栓扭矩不足,3,低,已返修
D002384,2026-05-26,L005,M006,总装,螺栓扭矩不足,4,低,已返修
D002385,2026-05-26,L006,M005,焊装,焊点虚焊,2,低,已返修
D002386,2026-05-26,L006,M005,焊装,零件错位,3,高,已返修
D002387,2026-05-26,L007,M007,总装,内饰装配偏差,3,低,已返修
D002388,2026-05-26,L007,M007,总装,内饰装配偏差,3,中,已返修
D002389,2026-05-26,L008,M005,检测,电控报警,4,低,返修中
D002390,2026-05-26,L008,M001,检测,密封性异常,3,低,已返修
D002391,2026-05-27,L001,M002,总装,内饰装配偏差,3,低,已返修
D002392,2026-05-27,L001,M001,总装,线束松动,3,低,已返修
D002393,2026-05-27,L001,M001,总装,螺栓扭矩不足,1,中,已返修
D002394,2026-05-27,L002,M004,焊装,焊缝气孔,1,低,已返修
D002395,2026-05-27,L002,M003,焊装,焊点虚焊,2,高,返修中
D002396,2026-05-27,L003,M004,总装,线束松动,3,低,返修中
D002397,2026-05-27,L003,M004,总装,内饰装配偏差,3,低,返修中
D002398,2026-05-27,L004,M002,涂装,颗粒点,2,低,返修中
D002399,2026-05-27,L004,M001,涂装,色差,2,低,返修中
D002400,2026-05-27,L005,M006,总装,螺栓扭矩不足,3,中,返修中
D002401,2026-05-27,L005,M006,总装,内饰装配偏差,2,低,返修中
D002402,2026-05-27,L006,M006,焊装,焊缝气孔,1,低,已返修
D002403,2026-05-27,L006,M005,焊装,焊缝气孔,1,高,已返修
D002404,2026-05-27,L007,M008,总装,螺栓扭矩不足,3,低,已返修
D002405,2026-05-27,L007,M008,总装,线束松动,3,低,待确认
D002406,2026-05-27,L008,M005,检测,密封性异常,2,中,已返修
D002407,2026-05-27,L008,M008,检测,电控报警,2,中,已返修
D002408,2026-05-28,L001,M002,总装,内饰装配偏差,3,低,已返修
D002409,2026-05-28,L001,M001,总装,线束松动,4,低,返修中
D002410,2026-05-28,L002,M004,焊装,零件错位,2,低,返修中
D002411,2026-05-28,L002,M004,焊装,零件错位,4,低,返修中
D002412,2026-05-28,L003,M004,总装,内饰装配偏差,4,低,已返修
D002413,2026-05-28,L003,M004,总装,内饰装配偏差,2,中,已返修
D002414,2026-05-28,L004,M002,涂装,颗粒点,4,低,已返修
D002415,2026-05-28,L004,M002,涂装,色差,2,低,已返修
D002416,2026-05-28,L005,M006,总装,螺栓扭矩不足,2,中,已返修
D002417,2026-05-28,L005,M006,总装,内饰装配偏差,3,低,已返修
D002418,2026-05-28,L006,M005,焊装,焊缝气孔,3,高,已返修
D002419,2026-05-28,L006,M005,焊装,焊点虚焊,3,中,已返修
D002420,2026-05-28,L007,M008,总装,线束松动,1,中,已返修
D002421,2026-05-28,L007,M008,总装,线束松动,3,低,已返修
D002422,2026-05-28,L008,M004,检测,制动检测异常,3,低,返修中
D002423,2026-05-28,L008,M004,检测,制动检测异常,2,低,已返修
D002424,2026-05-29,L001,M002,总装,螺栓扭矩不足,3,低,已返修
D002425,2026-05-29,L001,M001,总装,螺栓扭矩不足,2,低,已返修
D002426,2026-05-29,L002,M003,焊装,零件错位,3,高,返修中
D002427,2026-05-29,L002,M004,焊装,焊点虚焊,3,低,已返修
D002428,2026-05-29,L003,M004,总装,内饰装配偏差,2,中,已返修
D002429,2026-05-29,L003,M004,总装,内饰装配偏差,3,低,已返修
D002430,2026-05-29,L004,M002,涂装,漆面流挂,2,中,已返修
D002431,2026-05-29,L004,M002,涂装,颗粒点,4,中,已返修
D002432,2026-05-29,L005,M005,总装,螺栓扭矩不足,1,中,已返修
D002433,2026-05-29,L005,M006,总装,螺栓扭矩不足,3,低,已返修
D002434,2026-05-29,L006,M006,焊装,焊缝气孔,1,中,已返修
D002435,2026-05-29,L006,M005,焊装,焊缝气孔,2,低,已返修
D002436,2026-05-29,L007,M007,总装,内饰装配偏差,3,中,已返修
D002437,2026-05-29,L007,M008,总装,线束松动,3,低,返修中
D002438,2026-05-29,L008,M001,检测,制动检测异常,1,中,已返修
D002439,2026-05-29,L008,M001,检测,制动检测异常,3,低,已返修
D002440,2026-05-30,L001,M002,总装,内饰装配偏差,3,中,已返修
D002441,2026-05-30,L001,M002,总装,螺栓扭矩不足,3,低,已返修
D002442,2026-05-30,L002,M004,焊装,零件错位,1,中,已返修
D002443,2026-05-30,L002,M004,焊装,焊点虚焊,2,中,已返修
D002444,2026-05-30,L003,M003,总装,内饰装配偏差,2,低,返修中
D002445,2026-05-30,L003,M003,总装,螺栓扭矩不足,1,低,返修中
D002446,2026-05-30,L004,M002,涂装,颗粒点,3,中,已返修
D002447,2026-05-30,L004,M001,涂装,色差,1,低,已返修
D002448,2026-05-30,L005,M005,总装,线束松动,3,低,返修中
D002449,2026-05-30,L005,M006,总装,螺栓扭矩不足,2,中,返修中
D002450,2026-05-30,L006,M005,焊装,零件错位,1,低,返修中
D002451,2026-05-30,L006,M006,焊装,焊点虚焊,1,低,已返修
D002452,2026-05-30,L007,M008,总装,内饰装配偏差,1,低,已返修
D002453,2026-05-30,L008,M008,检测,密封性异常,2,高,待确认
D002454,2026-05-30,L008,M001,检测,电控报警,3,低,已返修
D002455,2026-05-31,L001,M002,总装,螺栓扭矩不足,2,中,已返修
D002456,2026-05-31,L001,M002,总装,螺栓扭矩不足,2,低,返修中
D002457,2026-05-31,L002,M003,焊装,焊缝气孔,1,低,返修中
D002458,2026-05-31,L002,M003,焊装,焊缝气孔,2,中,已返修
D002459,2026-05-31,L003,M003,总装,螺栓扭矩不足,2,低,返修中
D002460,2026-05-31,L003,M003,总装,内饰装配偏差,1,低,返修中
D002461,2026-05-31,L004,M001,涂装,颗粒点,1,低,已返修
D002462,2026-05-31,L004,M002,涂装,颗粒点,3,中,返修中
D002463,2026-05-31,L005,M005,总装,内饰装配偏差,1,中,已返修
D002464,2026-05-31,L005,M005,总装,线束松动,2,低,待确认
D002465,2026-05-31,L006,M006,焊装,零件错位,3,中,已返修
D002466,2026-05-31,L006,M005,焊装,零件错位,3,低,已返修
D002467,2026-05-31,L007,M007,总装,线束松动,1,低,已返修
D002468,2026-05-31,L007,M008,总装,内饰装配偏差,3,低,返修中
D002469,2026-05-31,L008,M003,检测,制动检测异常,1,中,已返修
D002470,2026-05-31,L008,M008,检测,制动检测异常,3,低,已返修
D002471,2026-06-01,L001,M001,总装,螺栓扭矩不足,2,低,已返修
D002472,2026-06-01,L001,M002,总装,螺栓扭矩不足,4,低,已返修
D002473,2026-06-01,L002,M003,焊装,焊点虚焊,17,高,已返修
D002474,2026-06-01,L002,M003,焊装,焊点虚焊,14,高,已返修
D002475,2026-06-01,L002,M003,焊装,焊缝气孔,2,中,已返修
D002476,2026-06-01,L003,M003,总装,线束松动,2,中,返修中
D002477,2026-06-01,L003,M003,总装,内饰装配偏差,1,中,已返修
D002478,2026-06-01,L004,M001,涂装,色差,1,低,已返修
D002479,2026-06-01,L004,M002,涂装,色差,1,中,返修中
D002480,2026-06-01,L005,M005,总装,内饰装配偏差,1,中,待确认
D002481,2026-06-01,L005,M006,总装,线束松动,2,低,已返修
D002482,2026-06-01,L006,M005,焊装,零件错位,2,低,已返修
D002483,2026-06-01,L006,M005,焊装,零件错位,3,高,返修中
D002484,2026-06-01,L006,M005,焊装,焊点虚焊,1,中,已返修
D002485,2026-06-01,L007,M008,总装,线束松动,3,高,已返修
D002486,2026-06-01,L007,M007,总装,线束松动,3,低,已返修
D002487,2026-06-01,L008,M006,检测,密封性异常,2,低,待确认
D002488,2026-06-01,L008,M001,检测,密封性异常,2,低,返修中
D002489,2026-06-02,L001,M001,总装,螺栓扭矩不足,2,中,已返修
D002490,2026-06-02,L001,M001,总装,内饰装配偏差,4,中,已返修
D002491,2026-06-02,L002,M004,焊装,焊点虚焊,2,低,已返修
D002492,2026-06-02,L002,M003,焊装,焊点虚焊,10,高,已返修
D002493,2026-06-02,L002,M003,焊装,焊缝气孔,4,中,已返修
D002494,2026-06-02,L003,M003,总装,线束松动,4,中,返修中
D002495,2026-06-02,L003,M003,总装,线束松动,2,中,已返修
D002496,2026-06-02,L004,M002,涂装,颗粒点,1,中,返修中
D002497,2026-06-02,L004,M002,涂装,色差,2,中,已返修
D002498,2026-06-02,L005,M006,总装,螺栓扭矩不足,2,中,已返修
D002499,2026-06-02,L005,M006,总装,螺栓扭矩不足,3,低,已返修
D002500,2026-06-02,L006,M005,焊装,零件错位,2,低,已返修
D002501,2026-06-02,L006,M005,焊装,零件错位,2,低,已返修
D002502,2026-06-02,L007,M007,总装,内饰装配偏差,2,中,已返修
D002503,2026-06-02,L007,M007,总装,线束松动,2,低,已返修
D002504,2026-06-02,L008,M008,检测,制动检测异常,3,中,待确认
D002505,2026-06-02,L008,M001,检测,制动检测异常,3,低,已返修
D002506,2026-06-03,L001,M001,总装,线束松动,2,低,返修中
D002507,2026-06-03,L001,M001,总装,螺栓扭矩不足,5,低,已返修
D002508,2026-06-03,L002,M003,焊装,焊点虚焊,11,高,返修中
D002509,2026-06-03,L002,M003,焊装,焊缝气孔,5,中,待确认
D002510,2026-06-03,L002,M003,焊装,焊点虚焊,11,高,已返修
D002511,2026-06-03,L003,M003,总装,内饰装配偏差,2,低,已返修
D002512,2026-06-03,L003,M003,总装,线束松动,1,低,已返修
D002513,2026-06-03,L004,M002,涂装,色差,3,高,已返修
D002514,2026-06-03,L004,M001,涂装,漆面流挂,3,低,已返修
D002515,2026-06-03,L005,M005,总装,线束松动,1,低,已返修
D002516,2026-06-03,L005,M006,总装,螺栓扭矩不足,2,中,已返修
D002517,2026-06-03,L006,M005,焊装,零件错位,1,低,已返修
D002518,2026-06-03,L006,M005,焊装,焊缝气孔,1,低,返修中
D002519,2026-06-03,L007,M008,总装,线束松动,3,低,已返修
D002520,2026-06-03,L007,M008,总装,螺栓扭矩不足,2,中,已返修
D002521,2026-06-03,L008,M006,检测,制动检测异常,3,低,已返修
D002522,2026-06-03,L008,M006,检测,密封性异常,1,中,返修中
D002523,2026-06-03,L008,M007,检测,制动检测异常,4,低,已返修
D002524,2026-06-04,L001,M001,总装,内饰装配偏差,3,低,已返修
D002525,2026-06-04,L001,M002,总装,内饰装配偏差,4,中,已返修
D002526,2026-06-04,L001,M002,总装,线束松动,1,中,已返修
D002527,2026-06-04,L002,M003,焊装,焊点虚焊,13,高,已返修
D002528,2026-06-04,L002,M003,焊装,焊缝气孔,3,中,返修中
D002529,2026-06-04,L002,M003,焊装,焊点虚焊,8,高,返修中
D002530,2026-06-04,L002,M003,焊装,焊缝气孔,5,中,已返修
D002531,2026-06-04,L003,M004,总装,螺栓扭矩不足,2,中,已返修
D002532,2026-06-04,L003,M003,总装,内饰装配偏差,2,低,已返修
D002533,2026-06-04,L004,M001,涂装,颗粒点,3,低,返修中
D002534,2026-06-04,L004,M001,涂装,漆面流挂,1,中,已返修
D002535,2026-06-04,L004,M001,涂装,颗粒点,2,低,已返修
D002536,2026-06-04,L005,M005,总装,内饰装配偏差,2,中,已返修
D002537,2026-06-04,L005,M005,总装,线束松动,2,低,已返修
D002538,2026-06-04,L006,M006,焊装,焊点虚焊,1,低,返修中
D002539,2026-06-04,L006,M006,焊装,零件错位,4,低,已返修
D002540,2026-06-04,L007,M008,总装,螺栓扭矩不足,2,低,返修中
D002541,2026-06-04,L007,M007,总装,螺栓扭矩不足,1,低,已返修
D002542,2026-06-04,L008,M007,检测,密封性异常,3,中,已返修
D002543,2026-06-04,L008,M007,检测,制动检测异常,1,中,已返修
D002544,2026-06-04,L008,M003,检测,电控报警,3,低,待确认
D002545,2026-06-04,L008,M003,检测,制动检测异常,1,中,返修中
D002546,2026-06-05,L001,M001,总装,内饰装配偏差,3,低,已返修
D002547,2026-06-05,L001,M002,总装,线束松动,3,低,已返修
D002548,2026-06-05,L001,M002,总装,螺栓扭矩不足,1,中,已返修
D002549,2026-06-05,L002,M003,焊装,焊点虚焊,14,高,返修中
D002550,2026-06-05,L002,M003,焊装,焊点虚焊,16,高,已返修
D002551,2026-06-05,L003,M003,总装,内饰装配偏差,1,高,已返修
D002552,2026-06-05,L003,M003,总装,线束松动,2,低,已返修
D002553,2026-06-05,L004,M002,涂装,漆面流挂,1,低,待确认
D002554,2026-06-05,L004,M002,涂装,颗粒点,1,低,待确认
D002555,2026-06-05,L005,M005,总装,内饰装配偏差,3,低,已返修
D002556,2026-06-05,L005,M006,总装,螺栓扭矩不足,3,中,已返修
D002557,2026-06-05,L006,M006,焊装,零件错位,1,高,已返修
D002558,2026-06-05,L006,M005,焊装,零件错位,4,低,返修中
D002559,2026-06-05,L007,M008,总装,螺栓扭矩不足,1,低,已返修
D002560,2026-06-05,L007,M007,总装,内饰装配偏差,2,低,已返修
D002561,2026-06-05,L008,M001,检测,制动检测异常,2,低,已返修
D002562,2026-06-05,L008,M004,检测,制动检测异常,3,中,返修中
D002563,2026-06-06,L001,M001,总装,线束松动,4,中,已返修
D002564,2026-06-06,L001,M002,总装,线束松动,2,中,待确认
D002565,2026-06-06,L002,M003,焊装,焊点虚焊,10,高,已返修
D002566,2026-06-06,L002,M003,焊装,焊缝气孔,4,中,已返修
D002567,2026-06-06,L002,M003,焊装,焊点虚焊,11,高,已返修
D002568,2026-06-06,L002,M003,焊装,焊缝气孔,4,中,已返修
D002569,2026-06-06,L003,M004,总装,内饰装配偏差,2,中,返修中
D002570,2026-06-06,L003,M003,总装,线束松动,1,中,已返修
D002571,2026-06-06,L004,M001,涂装,漆面流挂,1,低,待确认
D002572,2026-06-06,L004,M002,涂装,色差,2,低,返修中
D002573,2026-06-06,L005,M005,总装,螺栓扭矩不足,1,高,已返修
D002574,2026-06-06,L005,M006,总装,内饰装配偏差,1,低,已返修
D002575,2026-06-06,L006,M005,焊装,零件错位,1,低,已返修
D002576,2026-06-06,L006,M006,焊装,焊缝气孔,1,低,已返修
D002577,2026-06-06,L007,M007,总装,线束松动,2,中,已返修
D002578,2026-06-06,L007,M007,总装,线束松动,1,低,已返修
D002579,2026-06-06,L008,M003,检测,密封性异常,1,低,已返修
D002580,2026-06-06,L008,M007,检测,电控报警,3,低,已返修
D002581,2026-06-07,L001,M001,总装,内饰装配偏差,1,中,已返修
D002582,2026-06-07,L001,M001,总装,线束松动,2,高,已返修
D002583,2026-06-07,L002,M004,焊装,焊缝气孔,3,高,已返修
D002584,2026-06-07,L002,M004,焊装,焊缝气孔,3,低,已返修
D002585,2026-06-07,L003,M003,总装,内饰装配偏差,2,低,已返修
D002586,2026-06-07,L003,M003,总装,螺栓扭矩不足,3,中,待确认
D002587,2026-06-07,L004,M002,涂装,颗粒点,3,低,返修中
D002588,2026-06-07,L004,M002,涂装,色差,1,低,已返修
D002589,2026-06-07,L005,M006,总装,内饰装配偏差,1,高,已返修
D002590,2026-06-07,L005,M006,总装,螺栓扭矩不足,1,低,返修中
D002591,2026-06-07,L006,M005,焊装,焊缝气孔,2,低,返修中
D002592,2026-06-07,L006,M006,焊装,焊点虚焊,1,中,已返修
D002593,2026-06-07,L007,M008,总装,线束松动,1,低,待确认
D002594,2026-06-07,L007,M008,总装,线束松动,3,中,已返修
D002595,2026-06-07,L008,M003,检测,制动检测异常,4,低,待确认
D002596,2026-06-07,L008,M003,检测,密封性异常,2,中,已返修
D002597,2026-06-08,L001,M001,总装,螺栓扭矩不足,4,高,返修中
D002598,2026-06-08,L001,M001,总装,内饰装配偏差,2,低,已返修
D002599,2026-06-08,L002,M003,焊装,焊点虚焊,11,高,返修中
D002600,2026-06-08,L002,M003,焊装,焊缝气孔,3,中,待确认
D002601,2026-06-08,L002,M004,焊装,零件错位,1,低,返修中
D002602,2026-06-08,L003,M003,总装,线束松动,3,低,已返修
D002603,2026-06-08,L003,M003,总装,线束松动,2,高,已返修
D002604,2026-06-08,L004,M002,涂装,色差,2,低,已返修
D002605,2026-06-08,L004,M001,涂装,漆面流挂,3,低,返修中
D002606,2026-06-08,L005,M005,总装,螺栓扭矩不足,2,中,返修中
D002607,2026-06-08,L005,M006,总装,内饰装配偏差,1,低,已返修
D002608,2026-06-08,L006,M006,焊装,焊缝气孔,1,中,已返修
D002609,2026-06-08,L006,M006,焊装,焊点虚焊,1,中,已返修
D002610,2026-06-08,L007,M007,总装,内饰装配偏差,2,低,返修中
D002611,2026-06-08,L007,M007,总装,线束松动,2,中,返修中
D002612,2026-06-08,L008,M004,检测,密封性异常,3,低,已返修
D002613,2026-06-08,L008,M002,检测,制动检测异常,3,高,待确认
D002614,2026-06-08,L008,M002,检测,电控报警,1,中,已返修
D002615,2026-06-09,L001,M002,总装,线束松动,4,低,已返修
D002616,2026-06-09,L001,M002,总装,内饰装配偏差,1,中,已返修
D002617,2026-06-09,L001,M002,总装,内饰装配偏差,3,低,已返修
D002618,2026-06-09,L002,M003,焊装,焊点虚焊,7,高,已返修
D002619,2026-06-09,L002,M004,焊装,焊点虚焊,5,中,返修中
D002620,2026-06-09,L003,M004,总装,内饰装配偏差,1,低,已返修
D002621,2026-06-09,L003,M003,总装,线束松动,1,低,已返修
D002622,2026-06-09,L004,M001,涂装,色差,3,中,已返修
D002623,2026-06-09,L004,M002,涂装,漆面流挂,3,中,待确认
D002624,2026-06-09,L005,M006,总装,螺栓扭矩不足,1,低,已返修
D002625,2026-06-09,L005,M005,总装,线束松动,1,中,已返修
D002626,2026-06-09,L006,M005,焊装,焊缝气孔,1,中,已返修
D002627,2026-06-09,L006,M006,焊装,零件错位,1,高,已返修
D002628,2026-06-09,L007,M008,总装,线束松动,1,低,返修中
D002629,2026-06-09,L007,M007,总装,内饰装配偏差,1,低,已返修
D002630,2026-06-09,L008,M008,检测,密封性异常,3,中,已返修
D002631,2026-06-09,L008,M008,检测,密封性异常,2,低,返修中
D002632,2026-06-10,L001,M002,总装,内饰装配偏差,2,高,已返修
D002633,2026-06-10,L001,M002,总装,线束松动,2,中,已返修
D002634,2026-06-10,L002,M003,焊装,焊点虚焊,13,高,待确认
