actual_id,plan_id,production_date,line_id,model_id,shift,actual_quantity,working_hours,downtime_minutes,achievement_rate
A001184,P001184,2026-03-15,L008,M008,夜班,56,8,26,0.9492
A001185,P001185,2026-03-16,L001,M001,白班,94,8,22,1.0108
A001186,P001186,2026-03-16,L001,M002,夜班,74,8,39,0.9136
A001187,P001187,2026-03-16,L002,M004,白班,68,8,3,0.9855
A001188,P001188,2026-03-16,L002,M004,夜班,69,8,10,1.0
A001189,P001189,2026-03-16,L003,M003,白班,73,8,44,0.9481
A001190,P001190,2026-03-16,L003,M004,夜班,60,8,49,0.8333
A001191,P001191,2026-03-16,L004,M002,白班,64,8,34,1.0159
A001192,P001192,2026-03-16,L004,M002,夜班,58,8,34,0.9831
A001193,P001193,2026-03-16,L005,M006,白班,51,8,19,0.9273
A001194,P001194,2026-03-16,L005,M006,夜班,51,8,18,0.9623
A001195,P001195,2026-03-16,L006,M006,白班,50,8,13,1.0
A001196,P001196,2026-03-16,L006,M005,夜班,59,8,30,1.0172
A001197,P001197,2026-03-16,L007,M007,白班,47,8,17,0.9792
A001198,P001198,2026-03-16,L007,M007,夜班,48,8,14,0.9231
A001199,P001199,2026-03-16,L008,M002,白班,77,8,30,0.9506
A001200,P001200,2026-03-16,L008,M004,夜班,76,8,21,1.0
A001201,P001201,2026-03-17,L001,M001,白班,88,8,38,0.9888
A001202,P001202,2026-03-17,L001,M001,夜班,85,8,25,0.9551
A001203,P001203,2026-03-17,L002,M003,白班,82,8,22,0.9762
A001204,P001204,2026-03-17,L002,M004,夜班,78,8,40,0.9873
A001205,P001205,2026-03-17,L003,M004,白班,78,8,14,1.0
A001206,P001206,2026-03-17,L003,M004,夜班,67,8,79,0.8816
A001207,P001207,2026-03-17,L004,M002,白班,67,8,18,0.9178
A001208,P001208,2026-03-17,L004,M001,夜班,72,8,11,0.973
A001209,P001209,2026-03-17,L005,M006,白班,59,8,29,0.9365
A001210,P001210,2026-03-17,L005,M005,夜班,49,8,37,0.9423
A001211,P001211,2026-03-17,L006,M006,白班,58,8,25,0.9667
A001212,P001212,2026-03-17,L006,M005,夜班,50,8,0,0.9259
A001213,P001213,2026-03-17,L007,M007,白班,54,8,0,1.0385
A001214,P001214,2026-03-17,L007,M007,夜班,44,8,41,0.9362
A001215,P001215,2026-03-17,L008,M004,白班,78,8,42,0.9286
A001216,P001216,2026-03-17,L008,M003,夜班,77,8,13,1.0
A001217,P001217,2026-03-18,L001,M002,白班,84,8,39,0.9655
A001218,P001218,2026-03-18,L001,M001,夜班,94,8,17,0.9792
A001219,P001219,2026-03-18,L002,M003,白班,88,8,36,1.0233
A001220,P001220,2026-03-18,L002,M003,夜班,80,8,18,0.9412
A001221,P001221,2026-03-18,L003,M003,白班,82,8,0,1.0123
A001222,P001222,2026-03-18,L003,M003,夜班,70,8,52,0.8861
A001223,P001223,2026-03-18,L004,M002,白班,64,8,20,0.9412
A001224,P001224,2026-03-18,L004,M002,夜班,75,8,19,0.9868
A001225,P001225,2026-03-18,L005,M006,白班,51,8,29,1.0
A001226,P001226,2026-03-18,L005,M006,夜班,59,8,14,1.0172
A001227,P001227,2026-03-18,L006,M006,白班,49,8,20,0.98
A001228,P001228,2026-03-18,L006,M006,夜班,46,8,35,0.92
A001229,P001229,2026-03-18,L007,M007,白班,41,8,27,0.9318
A001230,P001230,2026-03-18,L007,M008,夜班,51,8,31,1.02
A001231,P001231,2026-03-18,L008,M002,白班,76,8,18,0.95
A001232,P001232,2026-03-18,L008,M008,夜班,73,8,21,0.9359
A001233,P001233,2026-03-19,L001,M001,白班,87,8,27,0.9355
A001234,P001234,2026-03-19,L001,M001,夜班,88,8,17,0.9888
A001235,P001235,2026-03-19,L002,M004,白班,74,8,47,0.9867
A001236,P001236,2026-03-19,L002,M004,夜班,68,8,18,0.9714
A001237,P001237,2026-03-19,L003,M004,白班,67,8,9,0.9178
A001238,P001238,2026-03-19,L003,M004,夜班,63,8,68,0.7778
A001239,P001239,2026-03-19,L004,M002,白班,68,8,11,0.9714
A001240,P001240,2026-03-19,L004,M001,夜班,57,8,8,0.9194
A001241,P001241,2026-03-19,L005,M005,白班,55,8,10,1.0
A001242,P001242,2026-03-19,L005,M005,夜班,50,8,12,0.9259
A001243,P001243,2026-03-19,L006,M006,白班,49,8,0,0.9074
A001244,P001244,2026-03-19,L006,M005,夜班,49,8,26,0.9423
A001245,P001245,2026-03-19,L007,M008,白班,50,8,18,0.9615
A001246,P001246,2026-03-19,L007,M008,夜班,46,8,47,0.9583
A001247,P001247,2026-03-19,L008,M004,白班,71,8,28,0.9726
A001248,P001248,2026-03-19,L008,M004,夜班,71,8,21,1.0
A001249,P001249,2026-03-20,L001,M002,白班,76,8,31,0.9744
A001250,P001250,2026-03-20,L001,M002,夜班,88,8,19,0.9462
A001251,P001251,2026-03-20,L002,M003,白班,80,8,4,0.9639
A001252,P001252,2026-03-20,L002,M004,夜班,75,8,16,0.9494
A001253,P001253,2026-03-20,L003,M003,白班,71,8,9,0.9861
A001254,P001254,2026-03-20,L003,M004,夜班,60,8,59,0.7895
A001255,P001255,2026-03-20,L004,M001,白班,67,8,12,0.971
A001256,P001256,2026-03-20,L004,M002,夜班,68,8,29,1.0
A001257,P001257,2026-03-20,L005,M006,白班,52,8,23,0.9123
A001258,P001258,2026-03-20,L005,M005,夜班,58,8,22,1.0357
A001259,P001259,2026-03-20,L006,M006,白班,58,8,7,1.0
A001260,P001260,2026-03-20,L006,M006,夜班,58,8,3,0.9831
A001261,P001261,2026-03-20,L007,M007,白班,45,8,25,0.9783
A001262,P001262,2026-03-20,L007,M007,夜班,45,8,30,1.0227
A001263,P001263,2026-03-20,L008,M008,白班,83,8,12,0.954
A001264,P001264,2026-03-20,L008,M008,夜班,72,8,20,0.9863
A001265,P001265,2026-03-21,L001,M002,白班,76,8,21,0.987
A001266,P001266,2026-03-21,L001,M002,夜班,83,8,22,0.9651
A001267,P001267,2026-03-21,L002,M004,白班,62,8,8,0.9394
A001268,P001268,2026-03-21,L002,M004,夜班,59,8,35,0.9219
A001269,P001269,2026-03-21,L003,M003,白班,64,8,35,1.0
A001270,P001270,2026-03-21,L003,M003,夜班,60,8,45,0.8333
A001271,P001271,2026-03-21,L004,M002,白班,54,8,16,0.931
A001272,P001272,2026-03-21,L004,M002,夜班,65,8,20,0.9701
A001273,P001273,2026-03-21,L005,M006,白班,50,8,34,0.9091
A001274,P001274,2026-03-21,L005,M006,夜班,45,8,35,0.9184
A001275,P001275,2026-03-21,L006,M005,白班,50,8,11,0.9434
A001276,P001276,2026-03-21,L006,M006,夜班,49,8,17,1.0
A001277,P001277,2026-03-21,L007,M007,白班,41,8,35,0.9318
A001278,P001278,2026-03-21,L007,M008,夜班,42,8,15,0.9767
A001279,P001279,2026-03-21,L008,M004,白班,73,8,6,0.9865
A001280,P001280,2026-03-21,L008,M006,夜班,73,8,14,0.9359
A001281,P001281,2026-03-22,L001,M002,白班,59,8,32,0.9516
A001282,P001282,2026-03-22,L001,M002,夜班,64,8,29,0.9552
A001283,P001283,2026-03-22,L002,M004,白班,47,8,20,0.9216
A001284,P001284,2026-03-22,L002,M004,夜班,51,8,19,0.9623
A001285,P001285,2026-03-22,L003,M004,白班,49,8,4,1.0208
A001286,P001286,2026-03-22,L003,M003,夜班,44,8,41,0.8302
A001287,P001287,2026-03-22,L004,M002,白班,44,8,19,0.9167
A001288,P001288,2026-03-22,L004,M001,夜班,50,8,21,1.0
A001289,P001289,2026-03-22,L005,M005,白班,36,8,17,0.9474
A001290,P001290,2026-03-22,L005,M005,夜班,42,8,42,0.9545
A001291,P001291,2026-03-22,L006,M005,白班,35,8,42,0.9722
A001292,P001292,2026-03-22,L006,M005,夜班,32,8,32,0.9143
A001293,P001293,2026-03-22,L007,M008,白班,37,8,24,0.9737
A001294,P001294,2026-03-22,L007,M008,夜班,36,8,30,0.973
A001295,P001295,2026-03-22,L008,M004,白班,51,8,0,0.9273
A001296,P001296,2026-03-22,L008,M001,夜班,52,8,29,0.9811
A001297,P001297,2026-03-23,L001,M002,白班,83,8,5,0.9222
A001298,P001298,2026-03-23,L001,M002,夜班,79,8,7,1.0128
A001299,P001299,2026-03-23,L002,M003,白班,65,8,4,0.942
A001300,P001300,2026-03-23,L002,M003,夜班,78,8,41,1.013
A001301,P001301,2026-03-23,L003,M004,白班,58,8,24,0.9062
A001302,P001302,2026-03-23,L003,M004,夜班,56,8,49,0.7778
A001303,P001303,2026-03-23,L004,M002,白班,68,8,37,0.9855
A001304,P001304,2026-03-23,L004,M001,夜班,77,8,17,1.0267
A001305,P001305,2026-03-23,L005,M006,白班,62,8,37,1.0
A001306,P001306,2026-03-23,L005,M006,夜班,61,8,18,1.0
A001307,P001307,2026-03-23,L006,M006,白班,46,8,12,0.9388
A001308,P001308,2026-03-23,L006,M006,夜班,55,8,9,1.0185
A001309,P001309,2026-03-23,L007,M008,白班,44,8,15,0.9778
A001310,P001310,2026-03-23,L007,M008,夜班,51,8,28,1.02
A001311,P001311,2026-03-23,L008,M001,白班,80,8,24,1.0
A001312,P001312,2026-03-23,L008,M002,夜班,82,8,3,0.9535
A001313,P001313,2026-03-24,L001,M001,白班,81,8,30,0.9419
A001314,P001314,2026-03-24,L001,M002,夜班,100,8,31,1.0204
A001315,P001315,2026-03-24,L002,M003,白班,67,8,26,0.971
A001316,P001316,2026-03-24,L002,M004,夜班,73,8,43,0.9241
A001317,P001317,2026-03-24,L003,M003,白班,76,8,33,0.95
A001318,P001318,2026-03-24,L003,M003,夜班,66,8,34,0.9167
A001319,P001319,2026-03-24,L004,M001,白班,66,8,23,1.0
A001320,P001320,2026-03-24,L004,M001,夜班,62,8,12,1.0333
A001321,P001321,2026-03-24,L005,M005,白班,56,8,32,1.0182
A001322,P001322,2026-03-24,L005,M005,夜班,49,8,23,0.9608
A001323,P001323,2026-03-24,L006,M005,白班,55,8,17,0.9649
A001324,P001324,2026-03-24,L006,M005,夜班,50,8,28,0.9259
A001325,P001325,2026-03-24,L007,M008,白班,55,8,32,1.0
A001326,P001326,2026-03-24,L007,M007,夜班,43,8,26,0.9773
A001327,P001327,2026-03-24,L008,M006,白班,78,8,37,0.9873
A001328,P001328,2026-03-24,L008,M001,夜班,72,8,20,1.0
A001329,P001329,2026-03-25,L001,M001,白班,80,8,15,1.0127
A001330,P001330,2026-03-25,L001,M001,夜班,93,8,37,1.0
A001331,P001331,2026-03-25,L002,M003,白班,86,8,26,1.0
A001332,P001332,2026-03-25,L002,M004,夜班,77,8,26,0.9625
A001333,P001333,2026-03-25,L003,M004,白班,74,8,12,0.9487
A001334,P001334,2026-03-25,L003,M003,夜班,60,8,46,0.7895
A001335,P001335,2026-03-25,L004,M002,白班,71,8,15,1.0143
A001336,P001336,2026-03-25,L004,M002,夜班,61,8,29,1.0167
A001337,P001337,2026-03-25,L005,M006,白班,58,8,18,0.9667
A001338,P001338,2026-03-25,L005,M005,夜班,62,8,0,1.0
A001339,P001339,2026-03-25,L006,M006,白班,59,8,33,0.9672
A001340,P001340,2026-03-25,L006,M005,夜班,48,8,13,1.0
A001341,P001341,2026-03-25,L007,M007,白班,43,8,28,0.9149
A001342,P001342,2026-03-25,L007,M008,夜班,41,8,18,0.9318
A001343,P001343,2026-03-25,L008,M007,白班,73,8,14,0.9481
A001344,P001344,2026-03-25,L008,M003,夜班,77,8,29,1.0132
A001345,P001345,2026-03-26,L001,M001,白班,88,8,17,0.9263
A001346,P001346,2026-03-26,L001,M002,夜班,88,8,25,0.9888
A001347,P001347,2026-03-26,L002,M003,白班,74,8,38,0.9136
A001348,P001348,2026-03-26,L002,M004,夜班,86,8,6,1.0118
A001349,P001349,2026-03-26,L003,M004,白班,62,8,18,0.9688
A001350,P001350,2026-03-26,L003,M004,夜班,53,8,60,0.803
A001351,P001351,2026-03-26,L004,M002,白班,68,8,10,1.0149
A001352,P001352,2026-03-26,L004,M001,夜班,63,8,17,0.9545
A001353,P001353,2026-03-26,L005,M006,白班,52,8,25,0.9286
A001354,P001354,2026-03-26,L005,M006,夜班,53,8,24,1.0192
A001355,P001355,2026-03-26,L006,M005,白班,50,8,23,0.9091
A001356,P001356,2026-03-26,L006,M006,夜班,57,8,27,1.0179
A001357,P001357,2026-03-26,L007,M007,白班,44,8,29,0.9565
A001358,P001358,2026-03-26,L007,M008,夜班,49,8,40,1.0
A001359,P001359,2026-03-26,L008,M008,白班,67,8,18,0.9178
A001360,P001360,2026-03-26,L008,M008,夜班,80,8,23,0.9877
A001361,P001361,2026-03-27,L001,M001,白班,89,8,5,1.023
A001362,P001362,2026-03-27,L001,M001,夜班,80,8,30,0.9877
A001363,P001363,2026-03-27,L002,M004,白班,83,8,39,0.9651
A001364,P001364,2026-03-27,L002,M004,夜班,77,8,11,0.939
A001365,P001365,2026-03-27,L003,M003,白班,79,8,25,1.0
A001366,P001366,2026-03-27,L003,M004,夜班,65,8,27,0.8784
A001367,P001367,2026-03-27,L004,M002,白班,69,8,35,0.92
A001368,P001368,2026-03-27,L004,M001,夜班,67,8,33,0.9178
A001369,P001369,2026-03-27,L005,M005,白班,56,8,21,1.0
A001370,P001370,2026-03-27,L005,M006,夜班,49,8,14,0.9245
A001371,P001371,2026-03-27,L006,M005,白班,49,8,31,0.9608
A001372,P001372,2026-03-27,L006,M006,夜班,52,8,19,0.963
A001373,P001373,2026-03-27,L007,M007,白班,51,8,12,0.9444
A001374,P001374,2026-03-27,L007,M008,夜班,46,8,12,0.9787
A001375,P001375,2026-03-27,L008,M002,白班,70,8,17,0.9859
A001376,P001376,2026-03-27,L008,M002,夜班,68,8,16,0.9714
A001377,P001377,2026-03-28,L001,M002,白班,71,8,25,0.9342
A001378,P001378,2026-03-28,L001,M001,夜班,68,8,15,0.9444
A001379,P001379,2026-03-28,L002,M004,白班,68,8,26,1.0
A001380,P001380,2026-03-28,L002,M004,夜班,59,8,32,0.9219
A001381,P001381,2026-03-28,L003,M003,白班,60,8,8,0.9836
A001382,P001382,2026-03-28,L003,M004,夜班,51,8,42,0.8095
A001383,P001383,2026-03-28,L004,M001,白班,57,8,30,0.9661
A001384,P001384,2026-03-28,L004,M002,夜班,56,8,39,1.0
A001385,P001385,2026-03-28,L005,M006,白班,51,8,25,0.9808
A001386,P001386,2026-03-28,L005,M006,夜班,46,8,12,0.92
A001387,P001387,2026-03-28,L006,M006,白班,50,8,25,1.0
A001388,P001388,2026-03-28,L006,M006,夜班,48,8,15,0.9412
A001389,P001389,2026-03-28,L007,M007,白班,41,8,20,1.025
A001390,P001390,2026-03-28,L007,M007,夜班,45,8,30,0.9375
A001391,P001391,2026-03-28,L008,M006,白班,78,8,20,1.0
A001392,P001392,2026-03-28,L008,M005,夜班,58,8,19,0.9062
A001393,P001393,2026-03-29,L001,M001,白班,56,8,28,0.9333
A001394,P001394,2026-03-29,L001,M001,夜班,60,8,16,0.9677
A001395,P001395,2026-03-29,L002,M004,白班,49,8,15,1.0
A001396,P001396,2026-03-29,L002,M004,夜班,47,8,27,0.9216
A001397,P001397,2026-03-29,L003,M004,白班,55,8,28,1.0
A001398,P001398,2026-03-29,L003,M003,夜班,50,8,61,0.8929
A001399,P001399,2026-03-29,L004,M001,白班,47,8,14,1.0217
A001400,P001400,2026-03-29,L004,M002,夜班,43,8,42,0.9773
A001401,P001401,2026-03-29,L005,M005,白班,39,8,21,1.0263
A001402,P001402,2026-03-29,L005,M006,夜班,37,8,4,1.0
A001403,P001403,2026-03-29,L006,M005,白班,38,8,0,0.9268
A001404,P001404,2026-03-29,L006,M006,夜班,32,8,23,0.9412
A001405,P001405,2026-03-29,L007,M007,白班,37,8,29,1.0
A001406,P001406,2026-03-29,L007,M008,夜班,38,8,29,1.0
A001407,P001407,2026-03-29,L008,M004,白班,61,8,19,1.0
A001408,P001408,2026-03-29,L008,M001,夜班,47,8,18,0.94
A001409,P001409,2026-03-30,L001,M001,白班,80,8,4,0.9302
A001410,P001410,2026-03-30,L001,M001,夜班,96,8,5,0.9897
A001411,P001411,2026-03-30,L002,M003,白班,83,8,18,0.954
A001412,P001412,2026-03-30,L002,M004,夜班,85,8,38,1.0241
A001413,P001413,2026-03-30,L003,M003,白班,63,8,14,0.9545
A001414,P001414,2026-03-30,L003,M004,夜班,57,8,61,0.8261
A001415,P001415,2026-03-30,L004,M001,白班,74,8,16,1.0278
A001416,P001416,2026-03-30,L004,M002,夜班,68,8,16,0.9189
A001417,P001417,2026-03-30,L005,M005,白班,58,8,20,0.9831
A001418,P001418,2026-03-30,L005,M006,夜班,64,8,15,1.0
A001419,P001419,2026-03-30,L006,M005,白班,50,8,19,1.0
A001420,P001420,2026-03-30,L006,M006,夜班,52,8,40,1.0196
A001421,P001421,2026-03-30,L007,M008,白班,41,8,30,0.9318
A001422,P001422,2026-03-30,L007,M007,夜班,45,8,25,0.9375
A001423,P001423,2026-03-30,L008,M002,白班,80,8,24,0.9877
A001424,P001424,2026-03-30,L008,M001,夜班,87,8,20,1.0116
A001425,P001425,2026-03-31,L001,M002,白班,96,8,22,1.0
A001426,P001426,2026-03-31,L001,M002,夜班,94,8,25,0.9592
A001427,P001427,2026-03-31,L002,M004,白班,68,8,26,0.9714
A001428,P001428,2026-03-31,L002,M004,夜班,74,8,15,0.9737
A001429,P001429,2026-03-31,L003,M003,白班,79,8,26,0.9875
A001430,P001430,2026-03-31,L003,M003,夜班,61,8,43,0.8592
A001431,P001431,2026-03-31,L004,M001,白班,69,8,32,0.9324
A001432,P001432,2026-03-31,L004,M001,夜班,70,8,29,1.0
A001433,P001433,2026-03-31,L005,M005,白班,53,8,14,0.9815
A001434,P001434,2026-03-31,L005,M006,夜班,53,8,16,0.9464
A001435,P001435,2026-03-31,L006,M006,白班,49,8,11,1.0
A001436,P001436,2026-03-31,L006,M005,夜班,50,8,19,0.9804
A001437,P001437,2026-03-31,L007,M007,白班,46,8,15,0.9388
A001438,P001438,2026-03-31,L007,M008,夜班,52,8,28,1.0
A001439,P001439,2026-03-31,L008,M006,白班,81,8,16,0.9643
A001440,P001440,2026-03-31,L008,M006,夜班,77,8,36,0.9872
A001441,P001441,2026-04-01,L001,M002,白班,82,8,0,0.9318
A001442,P001442,2026-04-01,L001,M001,夜班,81,8,26,1.0
A001443,P001443,2026-04-01,L002,M004,白班,69,8,33,0.9324
A001444,P001444,2026-04-01,L002,M004,夜班,64,8,13,0.9143
A001445,P001445,2026-04-01,L003,M004,白班,67,8,23,0.9853
A001446,P001446,2026-04-01,L003,M003,夜班,52,8,30,0.7879
A001447,P001447,2026-04-01,L004,M001,白班,56,8,17,0.9333
A001448,P001448,2026-04-01,L004,M002,夜班,64,8,20,0.9275
A001449,P001449,2026-04-01,L005,M005,白班,56,8,16,0.9333
A001450,P001450,2026-04-01,L005,M005,夜班,53,8,2,0.9815
A001451,P001451,2026-04-01,L006,M006,白班,47,8,14,0.9792
A001452,P001452,2026-04-01,L006,M006,夜班,51,8,24,0.9623
A001453,P001453,2026-04-01,L007,M008,白班,49,8,30,0.9608
A001454,P001454,2026-04-01,L007,M008,夜班,53,8,10,0.9815
A001455,P001455,2026-04-01,L008,M001,白班,77,8,20,0.939
A001456,P001456,2026-04-01,L008,M006,夜班,73,8,42,0.9865
A001457,P001457,2026-04-02,L001,M002,白班,80,8,0,1.0127
A001458,P001458,2026-04-02,L001,M002,夜班,76,8,24,0.95
A001459,P001459,2026-04-02,L002,M003,白班,82,8,26,1.0
A001460,P001460,2026-04-02,L002,M003,夜班,66,8,5,0.9565
A001461,P001461,2026-04-02,L003,M004,白班,68,8,26,0.9189
A001462,P001462,2026-04-02,L003,M004,夜班,51,8,51,0.7969
A001463,P001463,2026-04-02,L004,M002,白班,67,8,19,1.0
A001464,P001464,2026-04-02,L004,M002,夜班,71,8,11,1.0
A001465,P001465,2026-04-02,L005,M006,白班,54,8,24,0.9643
A001466,P001466,2026-04-02,L005,M005,夜班,59,8,23,0.9833
A001467,P001467,2026-04-02,L006,M006,白班,56,8,32,0.9492
A001468,P001468,2026-04-02,L006,M006,夜班,49,8,37,0.9608
A001469,P001469,2026-04-02,L007,M008,白班,50,8,5,0.9804
A001470,P001470,2026-04-02,L007,M007,夜班,44,8,45,0.9565
A001471,P001471,2026-04-02,L008,M001,白班,84,8,11,0.9767
A001472,P001472,2026-04-02,L008,M008,夜班,78,8,9,0.9398
A001473,P001473,2026-04-03,L001,M001,白班,78,8,22,0.907
A001474,P001474,2026-04-03,L001,M002,夜班,81,8,11,0.9529
A001475,P001475,2026-04-03,L002,M004,白班,75,8,9,1.0274
A001476,P001476,2026-04-03,L002,M004,夜班,71,8,21,0.9467
A001477,P001477,2026-04-03,L003,M003,白班,66,8,17,1.0154
A001478,P001478,2026-04-03,L003,M003,夜班,62,8,49,0.8611
A001479,P001479,2026-04-03,L004,M002,白班,65,8,19,1.0156
A001480,P001480,2026-04-03,L004,M001,夜班,69,8,36,1.0
A001481,P001481,2026-04-03,L005,M005,白班,57,8,17,1.0
A001482,P001482,2026-04-03,L005,M006,夜班,60,8,40,0.9836
A001483,P001483,2026-04-03,L006,M006,白班,47,8,29,0.9592
A001484,P001484,2026-04-03,L006,M006,夜班,46,8,21,0.92
A001485,P001485,2026-04-03,L007,M007,白班,52,8,32,0.963
A001486,P001486,2026-04-03,L007,M007,夜班,51,8,30,1.02
A001487,P001487,2026-04-03,L008,M005,白班,69,8,17,0.9857
A001488,P001488,2026-04-03,L008,M003,夜班,84,8,40,0.9767
A001489,P001489,2026-04-04,L001,M002,白班,82,8,25,1.0123
A001490,P001490,2026-04-04,L001,M001,夜班,69,8,10,0.9324
A001491,P001491,2026-04-04,L002,M003,白班,62,8,3,1.0
A001492,P001492,2026-04-04,L002,M004,夜班,68,8,54,0.9577
A001493,P001493,2026-04-04,L003,M003,白班,66,8,23,1.0312
A001494,P001494,2026-04-04,L003,M003,夜班,59,8,61,0.8551
A001495,P001495,2026-04-04,L004,M001,白班,57,8,6,0.9344
A001496,P001496,2026-04-04,L004,M001,夜班,57,8,33,0.9828
A001497,P001497,2026-04-04,L005,M005,白班,51,8,1,1.0
A001498,P001498,2026-04-04,L005,M006,夜班,48,8,31,0.9412
A001499,P001499,2026-04-04,L006,M005,白班,42,8,43,0.9545
A001500,P001500,2026-04-04,L006,M005,夜班,50,8,28,0.9259
A001501,P001501,2026-04-04,L007,M007,白班,41,8,23,0.9762
A001502,P001502,2026-04-04,L007,M007,夜班,41,8,13,0.9318
A001503,P001503,2026-04-04,L008,M007,白班,67,8,18,1.0152
A001504,P001504,2026-04-04,L008,M003,夜班,64,8,7,0.9412
A001505,P001505,2026-04-05,L001,M001,白班,65,8,6,0.942
A001506,P001506,2026-04-05,L001,M001,夜班,61,8,16,0.9839
A001507,P001507,2026-04-05,L002,M003,白班,49,8,29,1.0
A001508,P001508,2026-04-05,L002,M003,夜班,60,8,22,1.0169
A001509,P001509,2026-04-05,L003,M003,白班,44,8,31,0.9778
A001510,P001510,2026-04-05,L003,M004,夜班,39,8,60,0.8125
A001511,P001511,2026-04-05,L004,M001,白班,46,8,32,1.0
A001512,P001512,2026-04-05,L004,M002,夜班,39,8,21,0.9286
A001513,P001513,2026-04-05,L005,M006,白班,38,8,16,1.027
A001514,P001514,2026-04-05,L005,M005,夜班,39,8,10,0.9286
A001515,P001515,2026-04-05,L006,M006,白班,38,8,25,0.95
A001516,P001516,2026-04-05,L006,M005,夜班,41,8,13,0.9762
A001517,P001517,2026-04-05,L007,M008,白班,34,8,12,0.9189
A001518,P001518,2026-04-05,L007,M008,夜班,32,8,49,0.9143
A001519,P001519,2026-04-05,L008,M005,白班,47,8,20,0.9216
A001520,P001520,2026-04-05,L008,M004,夜班,56,8,27,0.9333
A001521,P001521,2026-04-06,L001,M002,白班,74,8,19,0.9367
A001522,P001522,2026-04-06,L001,M001,夜班,88,8,28,0.9888
A001523,P001523,2026-04-06,L002,M004,白班,80,8,11,0.9756
A001524,P001524,2026-04-06,L002,M004,夜班,70,8,39,0.9722
A001525,P001525,2026-04-06,L003,M004,白班,71,8,17,0.9467
A001526,P001526,2026-04-06,L003,M003,夜班,60,8,50,0.8571
A001527,P001527,2026-04-06,L004,M002,白班,57,8,5,0.9048
A001528,P001528,2026-04-06,L004,M002,夜班,64,8,12,1.0159
A001529,P001529,2026-04-06,L005,M005,白班,55,8,7,0.9649
A001530,P001530,2026-04-06,L005,M005,夜班,51,8,7,0.9808
A001531,P001531,2026-04-06,L006,M006,白班,45,8,15,0.9184
A001532,P001532,2026-04-06,L006,M006,夜班,53,8,29,0.9138
A001533,P001533,2026-04-06,L007,M007,白班,48,8,12,1.0213
A001534,P001534,2026-04-06,L007,M008,夜班,44,8,39,0.9565
A001535,P001535,2026-04-06,L008,M008,白班,77,8,35,0.9872
A001536,P001536,2026-04-06,L008,M001,夜班,76,8,36,0.9268
A001537,P001537,2026-04-07,L001,M002,白班,94,8,25,0.9592
A001538,P001538,2026-04-07,L001,M001,夜班,89,8,32,0.9271
A001539,P001539,2026-04-07,L002,M004,白班,71,8,14,0.9342
A001540,P001540,2026-04-07,L002,M004,夜班,83,8,19,1.0
A001541,P001541,2026-04-07,L003,M004,白班,61,8,20,0.9104
A001542,P001542,2026-04-07,L003,M003,夜班,57,8,68,0.8143
A001543,P001543,2026-04-07,L004,M002,白班,63,8,21,0.9265
A001544,P001544,2026-04-07,L004,M001,夜班,63,8,30,0.9403
A001545,P001545,2026-04-07,L005,M005,白班,54,8,29,0.9818
A001546,P001546,2026-04-07,L005,M005,夜班,57,8,24,0.9828
A001547,P001547,2026-04-07,L006,M006,白班,57,8,25,0.9828
A001548,P001548,2026-04-07,L006,M006,夜班,57,8,51,0.9828
A001549,P001549,2026-04-07,L007,M008,白班,50,8,22,1.0204
A001550,P001550,2026-04-07,L007,M007,夜班,49,8,15,0.9608
A001551,P001551,2026-04-07,L008,M003,白班,84,8,24,1.0
A001552,P001552,2026-04-07,L008,M002,夜班,72,8,18,0.9231
A001553,P001553,2026-04-08,L001,M002,白班,79,8,8,0.9875
A001554,P001554,2026-04-08,L001,M002,夜班,77,8,12,0.9872
A001555,P001555,2026-04-08,L002,M004,白班,72,8,32,0.9351
A001556,P001556,2026-04-08,L002,M003,夜班,66,8,6,0.9167
A001557,P001557,2026-04-08,L003,M003,白班,74,8,31,0.961
A001558,P001558,2026-04-08,L003,M004,夜班,55,8,51,0.8088
A001559,P001559,2026-04-08,L004,M001,白班,72,8,37,1.0
A001560,P001560,2026-04-08,L004,M002,夜班,71,8,14,1.0
A001561,P001561,2026-04-08,L005,M006,白班,50,8,69,0.9091
A001562,P001562,2026-04-08,L005,M005,夜班,48,8,39,0.8889
A001563,P001563,2026-04-08,L006,M005,白班,61,8,14,1.0167
A001564,P001564,2026-04-08,L006,M006,夜班,54,8,0,0.931
A001565,P001565,2026-04-08,L007,M007,白班,49,8,26,1.0208
A001566,P001566,2026-04-08,L007,M008,夜班,40,8,14,0.9302
A001567,P001567,2026-04-08,L008,M001,白班,70,8,33,0.9459
A001568,P001568,2026-04-08,L008,M001,夜班,76,8,28,1.0133
A001569,P001569,2026-04-09,L001,M001,白班,98,8,24,1.0208
A001570,P001570,2026-04-09,L001,M001,夜班,94,8,15,0.9495
A001571,P001571,2026-04-09,L002,M003,白班,85,8,10,1.0
A001572,P001572,2026-04-09,L002,M003,夜班,71,8,7,0.9467
A001573,P001573,2026-04-09,L003,M004,白班,79,8,21,0.9875
A001574,P001574,2026-04-09,L003,M003,夜班,58,8,69,0.8406
A001575,P001575,2026-04-09,L004,M002,白班,62,8,5,0.9254
A001576,P001576,2026-04-09,L004,M001,夜班,66,8,30,1.0
A001577,P001577,2026-04-09,L005,M005,白班,55,8,59,0.9016
A001578,P001578,2026-04-09,L005,M005,夜班,46,8,48,0.92
